epoch,train_acc,train_loss,test_acc
0,65.08748148509838,0.5575939372239289,66.67466670328776
1,83.79874074435764,0.46886791253266513,91.0906666748047
2,93.07644444580077,0.3970351787496496,94.41333336995443
3,95.51214815086082,0.3696124482101864,96.29200002441407
4,96.9617037073206,0.35355462713948005,97.42600003662109
5,97.82488889160156,0.34339447716783594,98.09533337809245
6,98.40592592592593,0.3364197041334929,98.6000000366211
7,98.81437037172671,0.3314620094175692,98.97666669514975
8,99.09237037308304,0.3279393235789405,99.20666673583985
9,99.27511111291956,0.32539183484889844,99.35533339029948
10,99.41385185320819,0.32342053202699733,99.43133336588542
11,99.51814815131293,0.3219084440354948,99.54666668701172
12,99.592222225387,0.32075813685876353,99.61533334147136
13,99.65896296612775,0.3197624372376336,99.63266673990886
14,99.70540741057219,0.31898379226613927,99.70800004882813
15,99.74674074345342,0.31833269152111476,99.75466670328775
16,99.77674074164497,0.3178079710942728,99.76333336995442
17,99.80496296612775,0.31735374373506614,99.80800001220703
18,99.82733333604601,0.31697592236730787,99.83200001220703
19,99.84533333649811,0.3166484887758891,99.8506666788737
20,99.86014815086082,0.3163683385707714,99.86600001220702
21,99.8722962967484,0.3161335557125233,99.8786666788737
